date,item_reference,product_name,description,size,price,category,product_type,quantity
11/15/2018,3890585,Huawei Y330 Case | Black,Huawei Y330 Case | Black,,4000,Phones and Tablets,blackfriday,8
11/15/2018,3890590,Snokor Rocket Screen Protector,Snokor Rocket Screen Protector,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3890596,Apple iPhone 6 Plus Tempered Glass Screen Protector,Apple iPhone 6 Plus Tempered Glass Screen Protector,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3890609,Samsung Galaxy J1 Ace Case - Gold,Samsung Galaxy J1 Ace Case - Gold,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3890621,Tecno CX Hard Screen Protector,Tecno CX Hard Screen Protector,,4000,Phones and Tablets,blackfriday,20
11/15/2018,3890632,Apple iPhone X Tempered Glass Screen Protector | Black,Apple iPhone X Tempered Glass Screen Protector | Black,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3890634,iPhone 8 Screen Protector,iPhone 8 Screen Protector,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3890638,Samsung Galaxy A7 2017 Hard Screen Protector,Samsung Galaxy A7 2017 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3890649,Infinix Hot 3 Tempered Glass,Infinix Hot 3 Tempered Glass,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3890651,Remax Letto Car Holder | Silver,Remax Letto Car Holder | Silver,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3890658,Infinix Note 2 Smart Case Cover | Gold,Infinix Note 2 Smart Case Cover | Gold,,4000,Phones and Tablets,blackfriday,11
11/15/2018,3890732,Blackberry Wall Charger,Blackberry Wall Charger,,4000,Phones and Tablets,blackfriday,11
11/15/2018,3890791,Infinix Hot 5 Screen Protector,Infinix Hot 5 Screen Protector,,4000,Phones and Tablets,blackfriday,11
11/15/2018,3890851,Innjoo F2 Tablet Case | Black,Innjoo F2 Tablet Case | Black,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3890914,Lexmark LRF1858-B 18'' Rechargeable Fan with remote - Black,Lexmark LRF1858-B 18'' Rechargeable Fan with remote - Black,,4000,Home and Kitchen,blackfriday,14
11/15/2018,3890916,Lexmark LRF1858-G 18'' Rechargeable Fan with remote - Grey,Lexmark LRF1858-G 18'' Rechargeable Fan with remote - Grey,,4000,Home and Kitchen,blackfriday,7
11/15/2018,3890985,"Century Rechargeable Fan Frc 40-D Five Blades-Remote 16"" | Black","Century Rechargeable Fan Frc 40-D Five Blades-Remote 16"" | Black",,4000,Home and Kitchen,blackfriday,14
11/15/2018,3890987,Binatone HDF-2620 26-Inch Fan - Black,Binatone HDF-2620 26-Inch Fan - Black,,4000,Home and Kitchen,blackfriday,7
11/15/2018,3891035,Sonik SGS 209 Gas Stove,Sonik SGS 209 Gas Stove,,4000,Home and Kitchen,blackfriday,9
11/15/2018,3891045,AN06 Mini Battery - Black,AN06 Mini Battery - Black,,4000,Computers and Accessories,blackfriday,12
11/15/2018,3891047,Sonik SHP S12 Single Burner Hot Plate -White,Sonik SHP S12 Single Burner Hot Plate -White,,4000,Home and Kitchen,blackfriday,9
11/15/2018,3891055,RB-S6 Neckband Bluetooth Earphone - Black,RB-S6 Neckband Bluetooth Earphone - Black,,4000,Phones and Tablets,blackfriday,29
11/15/2018,3891061,Outdoor Waterproof Bluetooth Speaker RB-M12 - Red,Outdoor Waterproof Bluetooth Speaker RB-M12 - Red,,4000,Phones and Tablets,blackfriday,19
11/15/2018,3891067,Wireless Mouse X3000 - Blue,Wireless Mouse X3000 - Blue,,4000,Computers and Accessories,blackfriday,7
11/15/2018,3891069,Wireless Mouse Z3200 - Black,Wireless Mouse Z3200 - Black,,4000,Computers and Accessories,blackfriday,7
11/15/2018,3891081,Earphone RM-303 - Black,Earphone RM-303 - Black,,4000,Phones and Tablets,blackfriday,30
11/15/2018,3891083,Outdoor Waterproof Bluetooth Speaker RB-M12 - Black,Outdoor Waterproof Bluetooth Speaker RB-M12 - Black,,4000,Phones and Tablets,blackfriday,19
11/15/2018,3891093,RB-T8 Bluetooth Earphone | Gold,RB-T8 Bluetooth Earphone | Gold,,4000,Phones and Tablets,blackfriday,8
11/15/2018,3891095,X2 Mini Speaker,X2 Mini Speaker,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3891102,RB-200HB Bluetooth Headphone | Black,RB-200HB Bluetooth Headphone | Black,,4000,Phones and Tablets,blackfriday,28
11/15/2018,3891110,RM-S1 Pro Sporty Earphone | Black,RM-S1 Pro Sporty Earphone | Black,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3891131,RB-T8 Bluetooth Earphone - Black,RB-T8 Bluetooth Earphone - Black,,4000,Phones and Tablets,blackfriday,16
11/15/2018,3891177,90W Slim with USB AC Adapter,90W Slim with USB AC Adapter,,4000,Computers and Accessories,blackfriday,8
11/15/2018,3891183,65W Slim with USB AC Adapter,65W Slim with USB AC Adapter,,4000,Computers and Accessories,blackfriday,11
11/15/2018,3891218,Eset Internet Security 1PC/1YR 60 Days Subscription,Eset Internet Security 1PC/1YR 60 Days Subscription,,4000,Computers and Accessories,blackfriday,746
11/15/2018,3891219,Eset Mobile Security And Antivirus 60 Days Subscription,Eset Mobile Security And Antivirus 60 Days Subscription,,4000,Computers and Accessories,blackfriday,348
11/15/2018,3891220,Internet Security 1Pc/1Yr - Blue,Internet Security 1Pc/1Yr - Blue,,4000,Computers and Accessories,blackfriday,40
11/15/2018,3891260,Small Office Security Pack 5 Devices/1Year-Blue,Small Office Security Pack 5 Devices/1Year-Blue,,4000,Computers and Accessories,blackfriday,9
11/15/2018,3891299,Galaxy Note 4 Glass Screen Protector,Galaxy Note 4 Glass Screen Protector,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3891300,Windows 7 Ultimate English DVD Box,Windows 7 Ultimate English DVD Box,,4000,Computers and Accessories,blackfriday,7
11/15/2018,3891309,Scanfrost SFKE18 Electric Kettle 4.8L  - Silver,Scanfrost SFKE18 Electric Kettle 4.8L  - Silver,,4000,Home and Kitchen,blackfriday,11
11/15/2018,3891332,Xtouch Coffee Maker CM1501-BLK 1.5L - Black,Xtouch Coffee Maker CM1501-BLK 1.5L - Black,,4000,Home and Kitchen,blackfriday,14
11/15/2018,3891346,Philips HD9300-02 Kettle 1.5L - Beige,Philips HD9300-02 Kettle 1.5L - Beige,,4000,Home and Kitchen,blackfriday,7
11/15/2018,3891361,NOTE 4 Screenguard,NOTE 4 Screenguard,,4000,Phones and Tablets,blackfriday,11
11/15/2018,3891365,Galaxy S4 S-View Cover - Black,Galaxy S4 S-View Cover - Black,,4000,Phones and Tablets,blackfriday,16
11/15/2018,3891375,Transcend JetDrive Lite 130 64GB Storage Expansion Card,Transcend JetDrive Lite 130 64GB Storage Expansion Card,,4000,Computers and Accessories,blackfriday,50
11/15/2018,3891381,Transcend JetDrive Lite 350 64GB Storage Expansion Card,Transcend JetDrive Lite 350 64GB Storage Expansion Card,,4000,Computers and Accessories,blackfriday,49
11/15/2018,3891385,Tecno W5 Lite Hard Screen,Tecno W5 Lite Hard Screen,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3891387,L9 PLUS Screenguard,L9 PLUS Screenguard,,4000,Phones and Tablets,blackfriday,12
11/15/2018,3891389,8GB Flash Drive SDCZ50-008G-B35,8GB Flash Drive SDCZ50-008G-B36,,4000,Computers and Accessories,blackfriday,11
11/15/2018,3891410,INFINIX X509 SMART COVER | BLACK,INFINIX X509 SMART COVER | BLACK,,4000,Phones and Tablets,blackfriday,31
11/15/2018,3891412,Apple iPhone 6 Back Cover | Transparent,Apple iPhone 6 Back Cover | Transparent,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3891417,Hot 2 X510 Screen Protector,Hot 2 X510 Screen Protector,,4000,Phones and Tablets,blackfriday,21
11/15/2018,3891430,Indoor Cyber Space Router - 25GB,Indoor Cyber Space Router - 25GB,,4000,Computers and Accessories,blackfriday,9
11/15/2018,3891447,Full Speed Micro-USB 1M - Black,Full Speed Micro-USB 1M - Black,,4000,Phones and Tablets,blackfriday,37
11/15/2018,3891482,"19.5"" Display Monitor - Black","19.5"" Display Monitor - Black",,4000,Computers and Accessories,blackfriday,9
11/15/2018,3891490,"15 - Intel Celeron 1.6Ghz - 4GB, 500GB HDD - 15.6""- FreeDOS - Black","16 - Intel Celeron 1.6Ghz - 4GB, 500GB HDD - 15.6""- FreeDOS - Black",,4000,Computers and Accessories,blackfriday,30
11/15/2018,3891493,"15 Jaguars Intel Celeron 1.6Ghz (4GB, 500GB HDD) 15.6"" Win 10 Home Laptop - Jet Black","16 Jaguars Intel Celeron 1.6Ghz (4GB, 500GB HDD) 15.6"" Win 10 Home Laptop - Jet Black",,4000,Computers and Accessories,blackfriday,48
11/15/2018,3891494,Philips HD2393-01 Daily Collection Sandwich Maker - White,Philips HD2393-01 Daily Collection Sandwich Maker - White,,4000,Home and Kitchen,blackfriday,51
11/15/2018,3891502,Lightning Cable - Gold,Lightning Cable - Gold,,4000,Phones and Tablets,blackfriday,17
11/15/2018,3891507,3.0A USB Charger - White,3.0A USB Charger - White,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3891513,Data Cable RA-USB2,Data Cable RA-USB3,,4000,Phones and Tablets,blackfriday,8
11/15/2018,3891526,Cable Micro-USB - Gold,Cable Micro-USB - Gold,,4000,Phones and Tablets,blackfriday,12
11/15/2018,3891530,Wall Micro Charger RP-U21 - White,Wall Micro Charger RP-U21 - White,,4000,Phones and Tablets,blackfriday,12
11/15/2018,3891533,Wall Charger RP-U21 - White,Wall Charger RP-U21 - White,,4000,Phones and Tablets,blackfriday,16
11/15/2018,3891536,Fast Data Type-C Charging Cable - Black,Fast Data Type-C Charging Cable - Black,,4000,Phones and Tablets,blackfriday,28
11/15/2018,3891546,5 Ports USB Charger Youth Version (max output 2.4A) RU-U1,6 Ports USB Charger Youth Version (max output 2.4A) RU-U1,,4000,Phones and Tablets,blackfriday,19
11/15/2018,3891557,2.1 Charger,2.1 Charger,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3891565,Polystar Top Load Washing Machine PVWD-6.5kg,Polystar Top Load Washing Machine PVWD-6.5kg,,4000,Home and Kitchen,blackfriday,7
11/15/2018,3891568,Twins 2 In 1 Cable (Paper box) RC-025T - Black,Twins 2 In 1 Cable (Paper box) RC-025T - Black,,4000,Phones and Tablets,blackfriday,11
11/15/2018,3891617,Nokia 2 Hard Screen Protector,Nokia 2 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,13
11/15/2018,3891728,Nestle Cerelac Maize Care Tin - 400g,Nestle Cerelac Maize Care Tin - 400g,,4000,Drinks & Groceries,blackfriday,8
11/15/2018,3891874,HP 14-inch Ladies Laptop Canvas Tote Bag - Black,HP 14-inch Ladies Laptop Canvas Tote Bag - Black,,4000,Computers and Accessories,blackfriday,15
11/15/2018,3891875,"Dell Netbook 10 Sleeve Cover | Black""","Dell Netbook 10 Sleeve Cover | Black""",,4000,Computers and Accessories,blackfriday,26
11/15/2018,3891917,"Dlink HD, 1/4 Progressive CMOS, PoE Day/Night Mini Dome Cloud Camera","Dlink HD, 1/4 Progressive CMOS, PoE Day/Night Mini Dome Cloud Camera",,4000,Automobile & Industrial,blackfriday,9
11/15/2018,3891920,Remax Car Camera,Remax Car Camera,,4000,Automobile & Industrial,blackfriday,7
11/15/2018,3891948,HP 122 Ink Cartridge | Black,HP 122 Ink Cartridge | Black,,4000,Computers and Accessories,blackfriday,7
11/15/2018,3891953,HP 950 Ink Cartridge | Black,HP 950 Ink Cartridge | Black,,4000,Computers and Accessories,blackfriday,13
11/15/2018,3891955,HP 655 Ink Cartridge | Yellow,HP 655 Ink Cartridge | Yellow,,4000,Computers and Accessories,blackfriday,38
11/15/2018,3891960,HP 122 Ink Cartridge - Tri-color,HP 122 Ink Cartridge - Tri-color,,4000,Computers and Accessories,blackfriday,1839
11/15/2018,3891964,CANON PG-450PG Black Ink Cartridge,CANON PG-450PG Black Ink Cartridge,,4000,Computers and Accessories,blackfriday,16
11/15/2018,3891968,HP 128A Original LaserJet Toner Cartridge | Black,HP 128A Original LaserJet Toner Cartridge | Black,,4000,Computers and Accessories,blackfriday,16
11/15/2018,3891971,HP 655 Ink Cartridge | Cyan,HP 655 Ink Cartridge | Cyan,,4000,Computers and Accessories,blackfriday,16
11/15/2018,3891973,Dettol Antiseptic Liquid Disinfectant 250ml (5 +1 free) Promo,Dettol Antiseptic Liquid Disinfectant 250ml (5 +1 free) Promo,,4000,Home and Kitchen,blackfriday,12
11/15/2018,3891974,HP 655 Ink Cartridge | Magenta,HP 655 Ink Cartridge | Magenta,,4000,Computers and Accessories,blackfriday,15
11/15/2018,3891978,CANON CL-451 Black Ink Cartridge,CANON CL-451 Black Ink Cartridge,,4000,Computers and Accessories,blackfriday,15
11/15/2018,3891982,CANON CL-451 Magenta Ink Cartridge,CANON CL-451 Magenta Ink Cartridge,,4000,Computers and Accessories,blackfriday,14
11/15/2018,3891984,CANON CL-451 Yellow Ink Cartridge,CANON CL-451 Yellow Ink Cartridge,,4000,Computers and Accessories,blackfriday,13
11/15/2018,3891989,CANON CL-451 Cyan Ink Cartridge,CANON CL-451 Cyan Ink Cartridge,,4000,Computers and Accessories,blackfriday,11
11/15/2018,3891992,126A LaserJet Toner Cartridge - Black,126A LaserJet Toner Cartridge - Black,,4000,Computers and Accessories,blackfriday,39
11/15/2018,3891993,Ink Cartridge Tri-Color CL 446,Ink Cartridge Tri-Color CL 447,,4000,Computers and Accessories,blackfriday,11
11/15/2018,3891998,Everyday Paper - Black/Yellow,Everyday Paper - Black/Yellow,,4000,Computers and Accessories,blackfriday,14
11/15/2018,3892007,05A LaserJet Toner Cartridge - Black,05A LaserJet Toner Cartridge - Black,,4000,Computers and Accessories,blackfriday,8
11/15/2018,3892015,650 Ink Cartridge - Tri-color,651 Ink Cartridge - Tri-color,,4000,Computers and Accessories,blackfriday,210
11/15/2018,3892018,"Smart 5.0-Inch (1GB, 16GB ROM), Android 7.0, 8MP + 2MP Smartphone - Black","Smart 5.0-Inch (1GB, 16GB ROM), Android 7.0, 8MP + 2MP Smartphone - Black",,4000,Phones and Tablets,blackfriday,12
11/15/2018,3892033,"Hot 5 3G 5.5-Inch (2GB, 16GB ROM), Android 7.0, 8MP + 5MP Smartphone - Champagne Gold","Hot 5 3G 5.5-Inch (2GB, 16GB ROM), Android 7.0, 8MP + 5MP Smartphone - Champagne Gold",,4000,Phones and Tablets,blackfriday,16
11/15/2018,3892042,Tucas 5W Energy Saving bulb,Tucas 5W Energy Saving bulb,,4000,Home and Kitchen,blackfriday,11
11/15/2018,3892044,Tucas 18W Energy Saving Bulb,Tucas 18W Energy Saving Bulb,,4000,Home and Kitchen,blackfriday,53
11/15/2018,3892109,SIK 4601 40W Insect Killer - White,SIK 4601 40W Insect Killer - White,,4000,Home and Kitchen,blackfriday,9
11/15/2018,3892115,SIK 4603 20W Insect Killer - Black & Silver,SIK 4603 20W Insect Killer - Black & Silver,,4000,Home and Kitchen,blackfriday,9
11/15/2018,3892133,21 Ink Cartridge - Black,22 Ink Cartridge - Black,,4000,Computers and Accessories,blackfriday,9
11/15/2018,3892139,652 Original Ink Advantage Cartridge - Black,653 Original Ink Advantage Cartridge - Black,,4000,Computers and Accessories,blackfriday,1978
11/15/2018,3892150,DeskJet Ink Advantage 3775 All-in-One Printer - White,DeskJet Ink Advantage 3775 All-in-One Printer - White,,4000,Computers and Accessories,blackfriday,7
11/15/2018,3892174,131A LaserJet Toner Cartridge - Black,131A LaserJet Toner Cartridge - Black,,4000,Computers and Accessories,blackfriday,7
11/15/2018,3892178,DeskJet GT 5820 All-in-One Printer - Black,DeskJet GT 5820 All-in-One Printer - Black,,4000,Computers and Accessories,blackfriday,18
11/15/2018,3892181,951XL High Yield Ink Cartridge - Magenta,951XL High Yield Ink Cartridge - Magenta,,4000,Computers and Accessories,blackfriday,10
11/15/2018,3892185,312A LaserJet Toner Cartridge - Cyan,312A LaserJet Toner Cartridge - Cyan,,4000,Computers and Accessories,blackfriday,9
11/15/2018,3892187,312A LaserJet Toner Cartridge - Magenta,312A LaserJet Toner Cartridge - Magenta,,4000,Computers and Accessories,blackfriday,11
11/15/2018,3892190,933XL CN055AE High Yield Ink Cartridge - Magenta,933XL CN055AE High Yield Ink Cartridge - Magenta,,4000,Computers and Accessories,blackfriday,9
11/15/2018,3892192,201A Original LaserJet Toner Cartridge - Yellow,201A Original LaserJet Toner Cartridge - Yellow,,4000,Computers and Accessories,blackfriday,103
11/15/2018,3892194,201A Original LaserJet Toner Cartridge - Magenta,201A Original LaserJet Toner Cartridge - Magenta,,4000,Computers and Accessories,blackfriday,103
11/15/2018,3892196,312A LaserJet Toner Cartridge - Yellow,312A LaserJet Toner Cartridge - Yellow,,4000,Computers and Accessories,blackfriday,10
11/15/2018,3892198,HP 932 Black Original Ink Cartridge,HP 932 Black Original Ink Cartridge,,4000,Computers and Accessories,blackfriday,9
11/15/2018,3892199,933XL CN056AE High Yield Ink Cartridge - Yellow,933XL CN056AE High Yield Ink Cartridge - Yellow,,4000,Computers and Accessories,blackfriday,15
11/15/2018,3892202,Galaxy Note 3 Battery - White,Galaxy Note 3 Battery - White,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3892203,128A Original LaserJet Toner Cartridge - Magenta,128A Original LaserJet Toner Cartridge - Magenta,,4000,Computers and Accessories,blackfriday,17
11/15/2018,3892209,128A Original LaserJet Toner Cartridge - Cyan,128A Original LaserJet Toner Cartridge - Cyan,,4000,Computers and Accessories,blackfriday,16
11/15/2018,3892212,126A LaserJet Toner Cartridge - Yellow,126A LaserJet Toner Cartridge - Yellow,,4000,Computers and Accessories,blackfriday,26
11/15/2018,3892219,126A LaserJet Toner Cartridge - Cyan,126A LaserJet Toner Cartridge - Cyan,,4000,Computers and Accessories,blackfriday,24
11/15/2018,3892220,933XL CN054AE High Yield Ink Cartridge - Cyan,933XL CN054AE High Yield Ink Cartridge - Cyan,,4000,Computers and Accessories,blackfriday,20
11/15/2018,3892225,128A Original LaserJet Toner Cartridge - Yellow,128A Original LaserJet Toner Cartridge - Yellow,,4000,Computers and Accessories,blackfriday,16
11/15/2018,3892228,HP 26A Original LaserJet Toner Cartridge | Black,HP 26A Original LaserJet Toner Cartridge | Black,,4000,Computers and Accessories,blackfriday,13
11/15/2018,3892229,10400mAH Power Bank - Gold,10400mAH Power Bank - Gold,,4000,Phones and Tablets,blackfriday,44
11/15/2018,3892231,951XL High Yield Ink Cartridge - Yellow,951XL High Yield Ink Cartridge - Yellow,,4000,Computers and Accessories,blackfriday,12
11/15/2018,3892241,iPowerPlus 10400mAH Power Bank -  Pink,iPowerPlus 10400mAH Power Bank -  Pink,,4000,Phones and Tablets,blackfriday,104
11/15/2018,3892244,iPowerPlus Polycrystalline Solar Panel (250 Watts),iPowerPlus Polycrystalline Solar Panel (250 Watts),,4000,Automobile & Industrial,blackfriday,19
11/15/2018,3892251,Infinix Oraimo Charger -  White,Infinix Oraimo Charger -  White,,4000,Phones and Tablets,blackfriday,23
11/15/2018,3892255,Nokia 5 5.2-Inch (2GB  16GB ROM) Android 7.0  13MP + 8MP Smartphone-Matte Black,Nokia 5 5.2-Inch (2GB  16GB ROM) Android 7.0  13MP + 8MP Smartphone-Matte Black,,4000,Phones and Tablets,blackfriday,17
11/15/2018,3892263,Camon CM 5.7-Inch - 2GB RAM - 16GB ROM - City Blue,Camon CM 5.7-Inch - 2GB RAM - 16GB ROM - City Blue,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3892276,Galaxy J7 Pro 5.5-Inch (3GB  32GB ROM)  Android 7.1  13MP + 13MP Smartphone-Black,Galaxy J7 Pro 5.5-Inch (3GB  32GB ROM)  Android 7.1  13MP + 13MP Smartphone-Black,,4000,Phones and Tablets,blackfriday,19
11/15/2018,3892463,Remax Ring Holder -  Silver,Remax Ring Holder -  Silver,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3892493,Galaxy Grand Prime Plus Hard Screen Protector,Galaxy Grand Prime Plus Hard Screen Protector,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3892502,Letto Car Holder -  Gold,Letto Car Holder -  Gold,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3892511,Tecno Phantom 6 Plus Hard Screen Protector,Tecno Phantom 6 Plus Hard Screen Protector,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3892514,New Age G-Guard Charger,New Age G-Guard Charger,,4000,Phones and Tablets,blackfriday,11
11/15/2018,3892515,RWATCH M26s Bluetooth 4.0 Smart Watch,RWATCH M26s Bluetooth 4.0 Smart Watch,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3892519,J1 ACE Hard Screen Protector,J1 ACE Hard Screen Protector,,4000,Phones and Tablets,blackfriday,13
11/15/2018,3892520,Tecno L8 Hard Screen Protector,Tecno L8 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,12
11/15/2018,3892521,Blackberry Passport Hard Screen Guard,Blackberry Passport Hard Screen Guard,,4000,Phones and Tablets,blackfriday,8
11/15/2018,3892522,Tecno T-Band Bracelet -  Pearl Gold,Tecno T-Band Bracelet -  Pearl Gold,,4000,Phones and Tablets,blackfriday,10
11/15/2018,3892523,Apple iPhone 7 Plus Hard Screen Protector,Apple iPhone 7 Plus Hard Screen Protector,,4000,Phones and Tablets,blackfriday,17
11/15/2018,3892525,Gionee M5 Plus Hard Screen Protector,Gionee M5 Plus Hard Screen Protector,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3892527,Gionee M6 Plus Hard Screen Protector,Gionee M6 Plus Hard Screen Protector,,4000,Phones and Tablets,blackfriday,11
11/15/2018,3892543,RM-515 Earphone -  Black,RM-515 Earphone -  Black,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3892568,USB 2.0 OTG Card Reader,USB 2.0 OTG Card Reader,,4000,Phones and Tablets,blackfriday,12
11/15/2018,3892595,"Samsung Galaxy Tab A 7'' (2016) 7.0-Inch (1.5GB, 8GB ROM), Android 5.1.1, 5MP + 2MP Tablet-Black","Samsung Galaxy Tab A 7'' (2016) 7.0-Inch (1.5GB, 8GB ROM), Android 5.1.1, 5MP + 2MP Tablet-Black",,4000,Phones and Tablets,blackfriday,26
11/15/2018,3892596,Samsung Galaxy TAB E- 8GB - White,Samsung Galaxy TAB E- 8GB - White,,4000,Phones and Tablets,blackfriday,23
11/15/2018,3892784,Nokia 5 Flip Cover | Blue,Nokia 5 Flip Cover | Blue,,4000,Phones and Tablets,blackfriday,22
11/15/2018,3892793,Earpiece,Earpiece,,4000,Phones and Tablets,blackfriday,92
11/15/2018,3892798,Nokia 3 Flip Cover | Blue,Nokia 3 Flip Cover | Blue,,4000,Phones and Tablets,blackfriday,40
11/15/2018,3892799,Nokia 3 Flip Cover | Black,Nokia 3 Flip Cover | Black,,4000,Phones and Tablets,blackfriday,67
11/15/2018,3892800,Nokia 5 Flip Cover | Black,Nokia 5 Flip Cover | Black,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3892801,Apple iPhone 6s Cartoon Case,Apple iPhone 6s Cartoon Case,,4000,Phones and Tablets,blackfriday,14
11/15/2018,3892806,Apple iPhone 7 Plus 5D Glass Screen Protector | White,Apple iPhone 7 Plus 5D Glass Screen Protector | White,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3892807,Tecno Spark Plus K9 Hard Screen Protector,Tecno Spark Plus K9 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,25
11/15/2018,3892817,Tecno Spark K7 Hard Screen Protector,Tecno Spark K7 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3892932,Infinix Hot 5 Lite Screen Protector,Infinix Hot 5 Lite Screen Protector,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3892959,Universal Laptop Car Charger,Universal Laptop Car Charger,,4000,Computers and Accessories,blackfriday,27
11/15/2018,3892966,N500 Recharge Card (1 card),N500 Recharge Card (1 card),,4000,Phones and Tablets,blackfriday,25
11/15/2018,3892971,Innjoo Umbrella,Innjoo Umbrella,,4000,Phones and Tablets,blackfriday,7
11/15/2018,3892974,Apple iPhone 5 Car Charger U London,Apple iPhone 5 Car Charger U London,,4000,Phones and Tablets,blackfriday,8
11/15/2018,3892980,Sporty Arm Band,Sporty Arm Band,,4000,Phones and Tablets,blackfriday,12
11/15/2018,3892990,Infinix smart screenguard,Infinix smart screenguard,,4000,Phones and Tablets,blackfriday,15
11/15/2018,3893061,DELL POWER CORD,DELL POWER CORD,,4000,Home and Kitchen,blackfriday,7
11/15/2018,3893063,Infinix Notebook,Infinix Notebook,,4000,Home and Kitchen,blackfriday,10
11/15/2018,3893077,LENOVO P70 Dummy,LENOVO P70 Dummy,,4000,Home and Kitchen,blackfriday,10
11/15/2018,3893085,Smile SIM,Smile SIM,,4000,Home and Kitchen,blackfriday,35
11/15/2018,3893086,Nokia 3 Hard Screen Protector,Nokia 3 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,15
11/15/2018,3893088,Engine Oil 1 Ltr,Engine Oil 1 Ltr,,4000,Home and Kitchen,blackfriday,20
11/15/2018,3893092,Security 26 card,Security 26 card,,4000,Home and Kitchen,blackfriday,16
11/15/2018,3893094,Nokia 5 Hard Screen Protector,Nokia 5 Hard Screen Protector,,4000,Phones and Tablets,blackfriday,9
11/15/2018,3893101,Innjoo Coffee Mug,Innjoo Coffee Mug,,4000,Home and Kitchen,blackfriday,8
11/15/2018,3893102,Oraimo Tempered Glass pt J8AT home,Oraimo Tempered Glass pt J8AT home,,4000,Home and Kitchen,blackfriday,267
11/15/2018,3893103,Indomie Noodles Celebration Pack,Indomie Noodles Celebration Pack,,4000,Drinks & Groceries,blackfriday,16
11/15/2018,3893107,Universal-Generic Selfie Stick,Universal-Generic Selfie Stick,,4000,Phones and Tablets,blackfriday,23
11/15/2018,3893108,1000 OneCard Airtime,1001 OneCard Airtime,,4000,Home and Kitchen,blackfriday,89
11/15/2018,3893111,MTN Sim card,MTN Sim card,,4000,Home and Kitchen,blackfriday,27
11/15/2018,3894398,Double Door Fridge - Hrf 80aex,Double Door Fridge - Hrf 80aex,,4000,Home and Kitchen,blackfriday,44
11/15/2018,3895727,121 Ink Cartridge - Black,122 Ink Cartridge - Black,,4000,Computers and Accessories,blackfriday,7
11/15/2018,3895742,"Carte Blanche Demi-sec - 750ml, 12% Acl - Single Bottle","Carte Blanche Demi-sec - 750ml, 12% Acl - Single Bottle",,4000,Drinks & Groceries,blackfriday,71
11/15/2018,3895743,"Moscato Spumante - 75cl, 10% Acl","Moscato Spumante - 75cl, 10% Acl",,4000,Drinks & Groceries,blackfriday,63
11/15/2018,3895744,Dom Perignon Brut - Single Bottle,Dom Perignon Brut - Single Bottle,,4000,Drinks & Groceries,blackfriday,42
11/15/2018,3895746,"Demi Sec 75cl, 12% Acl","Demi Sec 75cl, 12% Acl",,4000,Drinks & Groceries,blackfriday,388
11/15/2018,3895747,"Brut - 75cl, 12% Acl","Brut - 75cl, 12% Acl",,4000,Drinks & Groceries,blackfriday,357
11/15/2018,3895748,Cuvee Rose- 75cl - 12% Acl,Cuvee Rose- 75cl - 12% Acl,,4000,Drinks & Groceries,blackfriday,198
11/15/2018,3895750,"Champagne Brut Rose 2008 - 750ml, 12% Acl","Champagne Brut Rose 2008 - 750ml, 12% Acl",,4000,Drinks & Groceries,blackfriday,60
11/15/2018,3895751,"Rose - 75cl, 10% Acl","Rose - 75cl, 10% Acl",,4000,Drinks & Groceries,blackfriday,141
11/15/2018,3895752,"Champagne Brut Premier ( Delux Box) - 750ml, 12% Acl","Champagne Brut Premier ( Delux Box) - 750ml, 12% Acl",,4000,Drinks & Groceries,blackfriday,60
